,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
288,"[0.0, 490.0, 3.9204976455283362, 9.6302444804188401, 45422, 0.0, 1.0, 4.0, 16.0]","[-2, 14813, 111.90649906499065, 411.19544184182098, 0, 0.0, 2, 34.0, 573.0]","[0.0, 17494.0, 23.833773992627432, 187.07372814365007, 21329, 2.0, 6.0, 18.0, 78.0]","[0.0, 410.0, 7.143724437627812, 8.4752516601474461, 21759, 2.0, 4.0, 9.0, 25.0]","[0.0, 2214203.0, 17755.772384364889, 67325.206995568908, 2040, 213.0, 2478.0, 9596.0, 62011.099999999817]","[0.0, 42329.0, 106.0597067522497, 312.37566853830225, 20544, 7.0, 30.0, 94.0, 435.0]","[0.0, 6693.0, 16.501376151553234, 67.222050868510181, 3716, 1.0, 3.0, 12.0, 66.0]","[0.0, 579.0, 12.892215329197519, 13.601769899661852, 59, 2.0, 8.0, 20.0, 42.0]","[0.0, 15045.0, 102.20579957001755, 220.9243249468185, 3716, 10.0, 37.0, 104.0, 415.0]","[0.0, 7.0, 0.63885885995932357, 0.68091507619429403, 45422, 0.0, 1.0, 1.0, 2.0]","[0.0, 128.0, 2.7444720251757837, 5.0570705327686403, 3716, 1.0, 1.0, 3.0, 10.0]","[0.0, 185.0, 1.2623562852657928, 5.5492074553733497, 76428, 0.0, 0.0, 1.0, 5.0]","[0.0, 505.0, 7.9574769938650309, 11.358316625309248, 21759, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50106, 99999, 519]","['38a947a1', 0.1111, 99999, 510]","['d032c263', 0.02483, 96824, 44741]","['c18be181', 0.03348, 96824, 24839]","['25c83c98', 0.67193, 99999, 154]","['7e0ccccf', 0.38635, 90593, 11]","['1c86e0eb', 0.01999, 99999, 7765]","['0b153874', 0.59473, 99999, 262]","['a73ee510', 0.90688, 99999, 3]","['3b08e48b', 0.22167, 99999, 11481]","['755e4a50', 0.03056, 99999, 3844]","['dfbb09fb', 0.02483, 96824, 40961]","['5978055e', 0.03056, 99999, 2810]","['07d13a8f', 0.34374, 99999, 25]","['2d0bb053', 0.0137, 99999, 5067]","['84898b2a', 0.02483, 96824, 34408]","['e5ba7672', 0.4624, 99999, 10]","['e88ffc9d', 0.03924, 99999, 2511]","['21ddcdc9', 0.34208, 56484, 1287]","['b1252a9d', 0.19109, 56484, 3]","['0014c32a', 0.02483, 96824, 38096]","['ad3062eb', 0.17225, 26305, 10]","['32c7478e', 0.39753, 99999, 14]","['3fdb382b', 0.05355, 96824, 11794]","['001f3601', 0.13153, 56484, 49]","['49d68486', 0.04235, 56484, 9095]"
289,"[0.0, 698.0, 3.9087330514652283, 9.8314520763838136, 45127, 0.0, 1.0, 4.0, 16.0]","[-2, 12703, 109.40654406544066, 401.59957652862755, 0, 0.0, 2, 33.0, 554.0]","[0.0, 17541.0, 24.503167420814481, 223.63955602253873, 21544, 2.0, 6.0, 18.0, 76.0]","[0.0, 464.0, 7.1409871272067189, 8.594854668245512, 21772, 2.0, 4.0, 9.0, 25.0]","[0.0, 1969823.0, 17977.08827735556, 68135.036934342992, 2103, 211.0, 2489.0, 9473.5, 61846.25]","[0.0, 25134.0, 107.22312224787716, 295.35541678717271, 20742, 7.0, 30.0, 95.0, 434.0]","[0.0, 4278.0, 16.358057037106349, 59.363157126681777, 3816, 1.0, 3.0, 12.0, 66.0]","[0.0, 548.0, 12.979185429800861, 13.792622481810236, 69, 2.0, 8.0, 20.0, 42.0]","[0.0, 7853.0, 102.91829117411601, 208.40175228204725, 3816, 10.0, 38.0, 106.0, 424.0]","[0.0, 6.0, 0.64779851290275547, 0.68758260819558858, 45127, 0.0, 1.0, 1.0, 2.0]","[0.0, 125.0, 2.7682646621544347, 5.178996289689481, 3816, 1.0, 1.0, 3.0, 11.0]","[0.0, 289.0, 1.3200237620401409, 6.3000398770262889, 76432, 0.0, 0.0, 1.0, 5.0]","[0.0, 597.0, 7.8940774924258887, 11.093074532613821, 21772, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50583, 99999, 520]","['38a947a1', 0.11429, 99999, 509]","['d032c263', 0.02418, 96849, 44676]","['c18be181', 0.03232, 96849, 24911]","['25c83c98', 0.67317, 99999, 141]","['7e0ccccf', 0.38405, 90410, 12]","['1c86e0eb', 0.02098, 99999, 7833]","['0b153874', 0.59375, 99999, 253]","['a73ee510', 0.90596, 99999, 3]","['3b08e48b', 0.22511, 99999, 11446]","['755e4a50', 0.03243, 99999, 3882]","['dfbb09fb', 0.02418, 96849, 40914]","['5978055e', 0.03243, 99999, 2829]","['07d13a8f', 0.3455, 99999, 26]","['2d0bb053', 0.01404, 99999, 5163]","['84898b2a', 0.02418, 96849, 34398]","['e5ba7672', 0.46656, 99999, 10]","['e88ffc9d', 0.03734, 99999, 2531]","['21ddcdc9', 0.34494, 56459, 1252]","['b1252a9d', 0.19053, 56459, 3]","['0014c32a', 0.02418, 96849, 37966]","['ad3062eb', 0.17301, 26460, 9]","['32c7478e', 0.39814, 99999, 14]","['3fdb382b', 0.05437, 96849, 11735]","['001f3601', 0.13448, 56459, 52]","['49d68486', 0.04308, 56459, 9012]"
290,"[0.0, 560.0, 3.8601906574204525, 9.50168873384089, 45346, 0.0, 1.0, 4.0, 16.0]","[-2, 12657, 106.68449684496845, 394.9044444788637, 0, 0.0, 2, 33.0, 529.09999999999127]","[0.0, 27790.0, 28.953129167883954, 379.31147085132994, 21272, 2.0, 6.0, 18.0, 80.0]","[0.0, 470.0, 7.1408526231119849, 8.5691512461332557, 21676, 2.0, 4.0, 9.0, 24.0]","[0.0, 2615031.0, 18628.361275016105, 71673.277111777425, 2212, 220.0, 2494.0, 9562.0, 66151.199999999983]","[0.0, 23039.0, 106.92083100806656, 293.90678510144636, 21155, 7.0, 30.0, 95.0, 442.0]","[0.0, 9425.0, 17.116191209683294, 73.531340149868782, 3916, 1.0, 3.0, 12.0, 67.899999999994179]","[0.0, 627.0, 12.854355330965127, 13.671762018446517, 64, 2.0, 8.0, 20.0, 42.0]","[0.0, 8759.0, 103.69901023073801, 215.89985993499482, 3916, 10.0, 37.0, 107.0, 419.0]","[0.0, 6.0, 0.65134576327008586, 0.68384118049361864, 45346, 0.0, 1.0, 1.0, 2.0]","[0.0, 123.0, 2.8181988489118783, 5.3307852779233036, 3916, 1.0, 1.0, 3.0, 11.0]","[0.0, 347.0, 1.2366134825829087, 5.7581420629914914, 76057, 0.0, 0.0, 1.0, 5.0]","[0.0, 1361.0, 7.987832437470475, 12.59718503532595, 21676, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50178, 99999, 524]","['38a947a1', 0.1143, 99999, 509]","['d032c263', 0.024, 96868, 44293]","['c18be181', 0.0321, 96868, 24828]","['25c83c98', 0.67086, 99999, 141]","['7e0ccccf', 0.38742, 90424, 11]","['1c86e0eb', 0.02179, 99999, 7807]","['0b153874', 0.5948, 99999, 251]","['a73ee510', 0.90215, 99999, 3]","['3b08e48b', 0.22157, 99999, 11520]","['755e4a50', 0.03367, 99999, 3835]","['dfbb09fb', 0.024, 96868, 40590]","['5978055e', 0.03367, 99999, 2810]","['07d13a8f', 0.34426, 99999, 25]","['2d0bb053', 0.01353, 99999, 5095]","['84898b2a', 0.024, 96868, 34232]","['e5ba7672', 0.46437, 99999, 10]","['e88ffc9d', 0.03786, 99999, 2504]","['21ddcdc9', 0.34735, 56672, 1250]","['b1252a9d', 0.19169, 56672, 3]","['0014c32a', 0.024, 96868, 37777]","['ad3062eb', 0.17354, 26658, 9]","['32c7478e', 0.4008, 99999, 14]","['3fdb382b', 0.05477, 96868, 11714]","['001f3601', 0.13544, 56672, 53]","['49d68486', 0.04426, 56672, 8981]"
291,"[0.0, 391.0, 3.8211653657651117, 9.2549690583750319, 44909, 0.0, 1.0, 4.0, 16.0]","[-2, 12048, 108.05068050680507, 396.52298029368984, 0, 0.0, 2, 33.0, 541.0]","[0.0, 46968.0, 31.660277904790938, 470.3125537243443, 21267, 2.0, 6.0, 18.0, 81.0]","[0.0, 175.0, 7.0906050548889459, 8.4506846296387916, 21659, 2.0, 4.0, 9.0, 25.0]","[0.0, 2682577.0, 17928.182882799956, 68868.229451478866, 2226, 214.0, 2450.0, 9103.0, 62261.999999999854]","[0.0, 37950.0, 109.15951501972287, 333.91912009461788, 20903, 7.0, 30.0, 96.0, 446.0]","[0.0, 8307.0, 16.519624804585721, 67.974497492186671, 4049, 1.0, 3.0, 12.0, 66.0]","[0.0, 767.0, 12.879873118796029, 13.898839314676724, 63, 2.0, 8.0, 20.0, 42.0]","[0.0, 9096.0, 102.43633142261595, 208.33648422214475, 4049, 10.0, 37.0, 107.0, 415.0]","[0.0, 7.0, 0.65756035578144856, 0.68616156773196235, 44909, 0.0, 1.0, 1.0, 2.0]","[0.0, 148.0, 2.7855966649296509, 5.1985510462982232, 4049, 1.0, 1.0, 3.0, 11.0]","[0.0, 559.0, 1.2967493439431135, 6.9544017208687183, 76373, 0.0, 0.0, 1.0, 5.0]","[0.0, 539.0, 7.935116160326781, 11.364388582884162, 21659, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.49802, 99999, 534]","['38a947a1', 0.11399, 99999, 514]","['d032c263', 0.02361, 96823, 44372]","['c18be181', 0.03111, 96823, 24876]","['25c83c98', 0.67087, 99999, 129]","['7e0ccccf', 0.38957, 90483, 11]","['1c86e0eb', 0.02141, 99999, 7801]","['0b153874', 0.59277, 99999, 264]","['a73ee510', 0.9037, 99999, 3]","['3b08e48b', 0.22513, 99999, 11510]","['755e4a50', 0.0326, 99999, 3890]","['dfbb09fb', 0.02361, 96823, 40696]","['5978055e', 0.0326, 99999, 2850]","['07d13a8f', 0.3476, 99999, 25]","['2d0bb053', 0.01325, 99999, 5092]","['84898b2a', 0.02361, 96823, 34280]","['e5ba7672', 0.46435, 99999, 10]","['e88ffc9d', 0.03692, 99999, 2514]","['21ddcdc9', 0.35111, 57159, 1251]","['b1252a9d', 0.19379, 57159, 3]","['0014c32a', 0.02361, 96823, 37817]","['ad3062eb', 0.17058, 26504, 9]","['32c7478e', 0.39583, 99999, 14]","['3fdb382b', 0.05315, 96823, 11609]","['001f3601', 0.13757, 57159, 48]","['49d68486', 0.0426, 57159, 8883]"
292,"[0.0, 715.0, 3.7721054448340388, 9.6980233422886002, 44956, 0.0, 1.0, 4.0, 16.0]","[-2, 9923, 109.17824178241783, 399.03577461322078, 0, 0.0, 2, 34.0, 556.09999999999127]","[0.0, 46999.0, 30.291215940402083, 491.44651262287584, 21607, 2.0, 6.0, 18.0, 79.0]","[0.0, 458.0, 7.0359426963417757, 8.5178033903733947, 21819, 2.0, 4.0, 9.0, 24.0]","[0.0, 2369121.0, 18390.653354599923, 69845.625189002414, 2193, 218.0, 2500.0, 9740.0, 65741.75]","[0.0, 67386.0, 107.47097999493543, 379.78287714775337, 21019, 7.0, 30.0, 94.0, 439.05000000000291]","[0.0, 4434.0, 16.676486815669211, 65.562263389938622, 3938, 1.0, 3.0, 12.0, 65.0]","[0.0, 803.0, 12.810603711298954, 14.084127312397985, 34, 2.0, 8.0, 20.0, 42.0]","[0.0, 8152.0, 102.09737562590438, 212.52305395142685, 3938, 10.0, 37.0, 105.0, 414.0]","[0.0, 7.0, 0.6603201133659139, 0.69239859376296731, 44956, 0.0, 1.0, 1.0, 2.0]","[0.0, 111.0, 2.7947970560373094, 5.2216926086705042, 3938, 1.0, 1.0, 3.0, 11.0]","[0.0, 346.0, 1.2234020051609629, 6.194171806054606, 76360, 0.0, 0.0, 1.0, 5.0]","[0.0, 939.0, 7.9152852391916095, 11.573918448579976, 21819, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50053, 99999, 518]","['38a947a1', 0.11289, 99999, 503]","['d032c263', 0.02364, 96879, 44862]","['c18be181', 0.03259, 96879, 25029]","['25c83c98', 0.67098, 99999, 132]","['7e0ccccf', 0.39159, 90656, 11]","['1c86e0eb', 0.02159, 99999, 7808]","['0b153874', 0.59466, 99999, 241]","['a73ee510', 0.90332, 99999, 3]","['3b08e48b', 0.22403, 99999, 11492]","['755e4a50', 0.03267, 99999, 3868]","['dfbb09fb', 0.02364, 96879, 41186]","['5978055e', 0.03267, 99999, 2818]","['07d13a8f', 0.3492, 99999, 26]","['2d0bb053', 0.01313, 99999, 5085]","['84898b2a', 0.02364, 96879, 34761]","['e5ba7672', 0.46465, 99999, 10]","['e88ffc9d', 0.0378, 99999, 2493]","['21ddcdc9', 0.34657, 56640, 1266]","['b1252a9d', 0.19182, 56640, 3]","['0014c32a', 0.02364, 96879, 38275]","['ad3062eb', 0.16831, 26319, 12]","['32c7478e', 0.39562, 99999, 14]","['3fdb382b', 0.05258, 96879, 11735]","['001f3601', 0.13483, 56640, 49]","['49d68486', 0.04137, 56640, 8972]"
293,"[0.0, 404.0, 3.7538166558136168, 9.2332725945911278, 44715, 0.0, 1.0, 4.0, 16.0]","[-2, 8423, 108.31448314483144, 395.2472041499957, 0, 0.0, 2, 33.0, 537.0]","[0.0, 27899.0, 27.587348514775783, 409.32047153018954, 21526, 2.0, 6.0, 17.0, 75.0]","[0.0, 203.0, 7.0668500511770729, 8.3611129053501916, 21839, 2.0, 4.0, 9.0, 24.0]","[0.0, 1843467.0, 18203.260088768893, 69055.326044563335, 2217, 223.0, 2509.0, 9704.0, 63719.999999999884]","[0.0, 12147.0, 107.40500593239594, 285.09034061296984, 20773, 7.0, 30.0, 95.0, 442.0]","[0.0, 4895.0, 16.852904178232439, 62.37842800404254, 3810, 1.0, 3.0, 12.0, 68.0]","[0.0, 650.0, 12.803161580790395, 13.819722002076388, 49, 2.0, 8.0, 20.0, 42.0]","[0.0, 6704.0, 102.56066702013744, 204.99537164432803, 3810, 10.0, 38.0, 107.0, 420.0]","[0.0, 7.0, 0.65215975689168659, 0.68964332133370743, 44715, 0.0, 1.0, 1.0, 2.0]","[0.0, 128.0, 2.8347836031147011, 5.3132744284677411, 3810, 1.0, 1.0, 3.0, 11.0]","[0.0, 247.0, 1.1740808277850812, 5.1859911049422731, 76418, 0.0, 0.0, 1.0, 5.0]","[0.0, 1075.0, 7.9082139201637665, 11.895184199502852, 21839, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.49918, 99999, 506]","['38a947a1', 0.11688, 99999, 504]","['d032c263', 0.02322, 96725, 44548]","['c18be181', 0.03181, 96725, 25083]","['25c83c98', 0.67268, 99999, 133]","['7e0ccccf', 0.39277, 90424, 11]","['1c86e0eb', 0.02247, 99999, 7778]","['0b153874', 0.59468, 99999, 267]","['a73ee510', 0.90292, 99999, 3]","['3b08e48b', 0.22457, 99999, 11448]","['755e4a50', 0.03461, 99999, 3853]","['dfbb09fb', 0.02322, 96725, 40923]","['5978055e', 0.03461, 99999, 2820]","['07d13a8f', 0.34419, 99999, 26]","['2d0bb053', 0.01299, 99999, 5068]","['84898b2a', 0.02322, 96725, 34595]","['e5ba7672', 0.46463, 99999, 10]","['e88ffc9d', 0.03852, 99999, 2484]","['21ddcdc9', 0.34276, 56201, 1259]","['5840adea', 0.19097, 56201, 3]","['0014c32a', 0.02322, 96725, 38071]","['ad3062eb', 0.16929, 26338, 11]","['32c7478e', 0.40108, 99999, 14]","['3fdb382b', 0.05387, 96725, 11730]","['001f3601', 0.13121, 56201, 51]","['49d68486', 0.04261, 56201, 8876]"
294,"[0.0, 694.0, 3.6501584858645266, 9.5536945405956093, 45420, 0.0, 1.0, 4.0, 15.0]","[-2, 12698, 108.08925089250893, 400.64077588905496, 0, 0.0, 2, 34.0, 532.0]","[0.0, 65535.0, 25.591316983633305, 378.66445742866154, 21547, 2.0, 6.0, 18.0, 78.0]","[0.0, 177.0, 7.0925066057823045, 8.3615723295508158, 22037, 2.0, 4.0, 9.0, 25.0]","[0.0, 2178506.0, 18262.849569746144, 68025.146394420226, 2266, 234.0, 2579.0, 9829.0, 66031.999999999884]","[0.0, 24194.0, 109.49644563275339, 304.72735026421509, 21082, 7.0, 30.0, 96.0, 456.0]","[0.0, 8498.0, 17.090212730527455, 74.623641594393305, 3915, 1.0, 3.0, 12.0, 67.0]","[0.0, 758.0, 12.833653499819906, 14.424959110406816, 51, 2.0, 8.0, 20.0, 42.0]","[0.0, 11860.0, 104.63065650888805, 220.12679274617213, 3915, 10.0, 38.0, 108.0, 427.0]","[0.0, 7.0, 0.65274189706663732, 0.68990481486960942, 45420, 0.0, 1.0, 1.0, 2.0]","[0.0, 179.0, 2.8486948919695267, 5.3567623242182991, 3915, 1.0, 1.0, 3.0, 11.0]","[0.0, 177.0, 1.1095919493864379, 4.8084592090525682, 76448, 0.0, 0.0, 1.0, 4.0]","[0.0, 515.0, 7.96454683050717, 11.465136972750106, 22037, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50004, 99999, 496]","['38a947a1', 0.11814, 99999, 512]","['d032c263', 0.02438, 96829, 45195]","['c18be181', 0.0332, 96829, 25561]","['25c83c98', 0.67038, 99999, 134]","['7e0ccccf', 0.39357, 90569, 11]","['1c86e0eb', 0.0232, 99999, 7820]","['0b153874', 0.59249, 99999, 261]","['a73ee510', 0.90173, 99999, 3]","['3b08e48b', 0.22391, 99999, 11537]","['755e4a50', 0.035, 99999, 3838]","['dfbb09fb', 0.02438, 96829, 41550]","['5978055e', 0.035, 99999, 2827]","['07d13a8f', 0.3405, 99999, 25]","['2d0bb053', 0.01324, 99999, 5107]","['84898b2a', 0.02438, 96829, 35122]","['e5ba7672', 0.46697, 99999, 10]","['e88ffc9d', 0.03912, 99999, 2522]","['21ddcdc9', 0.33773, 55976, 1260]","['5840adea', 0.18756, 55976, 3]","['0014c32a', 0.02438, 96829, 38634]","['ad3062eb', 0.16649, 26390, 12]","['32c7478e', 0.39503, 99999, 14]","['3fdb382b', 0.0533, 96829, 12250]","['001f3601', 0.12724, 55976, 48]","['49d68486', 0.04284, 55976, 9053]"
295,"[0.0, 551.0, 3.6716445191833156, 9.1632739028434198, 45290, 0.0, 1.0, 4.0, 16.0]","[-2, 12846, 109.14084140841409, 402.19733382731766, 0, 0.0, 2, 34.0, 547.0]","[0.0, 65535.0, 30.167456756859803, 497.62245614863144, 21316, 2.0, 6.0, 18.0, 79.0]","[0.0, 118.0, 7.1037749132755597, 8.3218582258721874, 21878, 2.0, 4.0, 9.0, 24.0]","[0.0, 1791391.0, 18487.018473599641, 70376.047536373255, 2292, 241.0, 2589.0, 9876.0, 65269.199999999808]","[0.0, 16934.0, 108.10855712335002, 287.82204713681432, 20907, 7.0, 30.0, 96.0, 441.0]","[0.0, 4750.0, 16.954347351231029, 63.434226293484826, 3860, 1.0, 3.0, 12.0, 69.0]","[0.0, 619.0, 12.74917452122231, 13.645187277539474, 57, 2.0, 8.0, 20.0, 42.0]","[0.0, 7676.0, 104.27346862355547, 214.90208909007816, 3860, 10.0, 38.0, 108.0, 422.0]","[0.0, 6.0, 0.65466376647352353, 0.68622906800261574, 45290, 0.0, 1.0, 1.0, 2.0]","[0.0, 112.0, 2.8589958289559907, 5.3361396413900088, 3860, 1.0, 1.0, 3.0, 11.0]","[0.0, 170.0, 1.1251259234385493, 5.0824953721987471, 76175, 0.0, 0.0, 1.0, 5.0]","[0.0, 467.0, 7.9756659540968498, 11.448775438880222, 21878, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50213, 99999, 538]","['38a947a1', 0.1166, 99999, 508]","['d032c263', 0.02301, 96803, 44948]","['c18be181', 0.03159, 96803, 25680]","['25c83c98', 0.67082, 99999, 139]","['7e0ccccf', 0.39498, 90248, 11]","['1c86e0eb', 0.0233, 99999, 7852]","['0b153874', 0.59321, 99999, 259]","['a73ee510', 0.90181, 99999, 3]","['3b08e48b', 0.22688, 99999, 11538]","['755e4a50', 0.03551, 99999, 3871]","['dfbb09fb', 0.02301, 96803, 41474]","['5978055e', 0.03551, 99999, 2837]","['07d13a8f', 0.34403, 99999, 26]","['d345b1a0', 0.01254, 99999, 5113]","['84898b2a', 0.02302, 96803, 35131]","['e5ba7672', 0.46212, 99999, 10]","['e88ffc9d', 0.0385, 99999, 2541]","['21ddcdc9', 0.34519, 56847, 1253]","['5840adea', 0.19319, 56847, 3]","['0014c32a', 0.02301, 96803, 38537]","['ad3062eb', 0.16501, 26011, 10]","['32c7478e', 0.39787, 99999, 14]","['3fdb382b', 0.05492, 96803, 12257]","['001f3601', 0.12929, 56847, 46]","['49d68486', 0.04366, 56847, 8944]"
296,"[0.0, 692.0, 3.6160644183541182, 9.0605416712677815, 45232, 0.0, 1.0, 4.0, 15.0]","[-2, 19999, 108.74003740037401, 400.30286599999897, 0, 0.0, 2, 33.0, 539.09999999999127]","[0.0, 62345.0, 28.788673382321104, 456.8718440196343, 21476, 2.0, 6.0, 18.0, 79.0]","[0.0, 302.0, 7.0436580588167512, 8.3856358594203737, 21892, 2.0, 4.0, 9.0, 25.0]","[0.0, 2165934.0, 18242.362473369387, 69092.305433150366, 2367, 243.0, 2648.0, 9980.0, 64656.099999999948]","[0.0, 16097.0, 109.39916296766012, 306.13003715621119, 21149, 7.0, 30.0, 96.0, 449.55000000000291]","[0.0, 6811.0, 17.002915542967813, 68.06850162021118, 3962, 1.0, 3.0, 12.0, 68.0]","[0.0, 709.0, 12.635223020431033, 14.374975532697434, 53, 2.0, 7.0, 19.0, 42.0]","[0.0, 7131.0, 102.62184366442101, 210.39352893654279, 3962, 10.0, 38.0, 106.0, 415.0]","[0.0, 7.0, 0.65707451567549802, 0.69233042150058488, 45232, 0.0, 1.0, 1.0, 2.0]","[0.0, 114.0, 2.8307527307183689, 5.3572884888319088, 3962, 1.0, 1.0, 3.0, 11.0]","[0.0, 161.0, 1.2364491978609626, 5.6296382920090338, 76624, 0.0, 0.0, 1.0, 5.0]","[0.0, 1243.0, 7.906115969119285, 12.105800794658412, 21892, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.49931, 99999, 537]","['38a947a1', 0.11695, 99999, 509]","['d032c263', 0.02257, 96735, 45394]","['c18be181', 0.03083, 96735, 25613]","['25c83c98', 0.66929, 99999, 140]","['7e0ccccf', 0.3949, 90212, 12]","['1c86e0eb', 0.02364, 99999, 7822]","['0b153874', 0.59456, 99999, 267]","['a73ee510', 0.90079, 99999, 3]","['3b08e48b', 0.22588, 99999, 11616]","['755e4a50', 0.03547, 99999, 3889]","['dfbb09fb', 0.02257, 96735, 41920]","['5978055e', 0.03547, 99999, 2840]","['b28479f6', 0.34216, 99999, 26]","['d345b1a0', 0.01251, 99999, 5130]","['84898b2a', 0.02257, 96735, 35427]","['e5ba7672', 0.46255, 99999, 10]","['e88ffc9d', 0.03875, 99999, 2535]","['21ddcdc9', 0.34568, 56707, 1245]","['5840adea', 0.19155, 56707, 3]","['0014c32a', 0.02257, 96735, 38860]","['ad3062eb', 0.16287, 25937, 9]","['32c7478e', 0.40037, 99999, 14]","['3fdb382b', 0.05307, 96735, 12228]","['001f3601', 0.1299, 56707, 50]","['49d68486', 0.04181, 56707, 9036]"
297,"[0.0, 353.0, 3.6302133806293542, 9.2079125936266237, 45308, 0.0, 1.0, 4.0, 15.0]","[-2, 11278, 107.71255712557125, 397.01879587231849, 0, 0.0, 2, 32.0, 540.0]","[0.0, 28036.0, 26.227946338536945, 372.52560781013244, 21656, 2.0, 6.0, 18.0, 78.0]","[0.0, 184.0, 7.1083846153846153, 8.4366606087344387, 21999, 2.0, 4.0, 9.0, 24.0]","[0.0, 1837036.0, 18562.686181877805, 69469.223857348086, 2417, 251.0, 2689.0, 9982.0, 66172.799999999988]","[0.0, 18202.0, 110.35503854275319, 304.44151394055734, 21385, 7.0, 30.0, 96.0, 455.0]","[0.0, 13413.0, 16.962447916666665, 84.812061145416749, 3999, 1.0, 3.0, 12.0, 68.0]","[0.0, 678.0, 12.632132387517634, 14.025883203707972, 50, 2.0, 7.0, 19.0, 42.0]","[0.0, 5818.0, 104.12109375, 210.36932118836796, 3999, 10.0, 38.0, 108.0, 421.0]","[0.0, 6.0, 0.65394671883856581, 0.69157079902413188, 45308, 0.0, 1.0, 1.0, 2.0]","[0.0, 121.0, 2.8148854166666668, 5.2318662034166818, 3999, 1.0, 1.0, 3.0, 11.0]","[0.0, 419.0, 1.1832708368842679, 6.277454303125503, 76531, 0.0, 0.0, 1.0, 5.0]","[0.0, 478.0, 7.8734230769230766, 11.346507453877411, 21999, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.49982, 99999, 545]","['38a947a1', 0.12136, 99999, 505]","['d032c263', 0.02341, 96766, 44932]","['c18be181', 0.03192, 96766, 25192]","['25c83c98', 0.67205, 99999, 141]","['7e0ccccf', 0.40151, 90222, 11]","['1c86e0eb', 0.02355, 99999, 7815]","['0b153874', 0.59443, 99999, 253]","['a73ee510', 0.90034, 99999, 3]","['3b08e48b', 0.22773, 99999, 11442]","['755e4a50', 0.0356, 99999, 3877]","['dfbb09fb', 0.02341, 96766, 41335]","['5978055e', 0.0356, 99999, 2827]","['b28479f6', 0.3449, 99999, 26]","['2d0bb053', 0.01237, 99999, 5117]","['84898b2a', 0.02341, 96766, 34691]","['e5ba7672', 0.46077, 99999, 10]","['e88ffc9d', 0.03731, 99999, 2516]","['21ddcdc9', 0.34309, 56005, 1247]","['5840adea', 0.1911, 56005, 3]","['0014c32a', 0.02341, 96766, 38139]","['ad3062eb', 0.15788, 25531, 9]","['32c7478e', 0.40641, 99999, 14]","['3fdb382b', 0.05246, 96766, 12096]","['001f3601', 0.13346, 56005, 54]","['49d68486', 0.04171, 56005, 8879]"
